ID	Assessment	Class	Group_Number	Group	Subgroup	Scope	Severity	Irreversibility	Criticality_20_years_ago	Overall_criticality	Trend_of_change_(of_current_criticality)	Criticality_in_the_next_20_years	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_Relevance_(Value)	Strategic_Relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
1158	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	2	2	3	2	1	1	3	2	3	7	1	2	2	10	World	Tropics	High
1159	MY-RSP	Factor	2	Governance-related_factors	NA	1	1	1	1	1	3	2	2	2	2	8	2	3	1	9	World	Tropics	High
1160	MY-RSP	Factor	2	Governance-related_factors	NA	1	1	2	3	2	2	2	3	1	2	8	2	2	2	9	World	Tropics	High
1161	MY-RSP	Factor	2	Governance-related_factors	NA	1	2	2	4	2	3	2	1	1	1	8	2	3	1	9	World	Tropics	High
1162	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	2	1	3	2	2	1	1	1	8	2	2	2	9	World	Tropics	High
1163	MY-RSP	Factor	10	Spatial_factors	NA	2	2	3	3	3	1	2	2	2	2	8	2	4	2	9	World	Tropics	High
1164	MY-RSP	Factor	3	Industrial_production-related_factors	NA	3	3	2	4	3	1	2	2	2	2	8	2	3	2	9	World	Tropics	High
1165	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	3	1	4	2	3	2	1	1	1	8	2	3	2	9	World	Tropics	High
1166	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	2	1	3	2	1	1	3	2	8	2	3	1	9	World	Tropics	High
1167	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	2	4	2	2	1	1	1	9	2	3	1	8	World	Tropics	High
1168	MY-RSP	Factor	3	Industrial_production-related_factors	NA	2	2	2	1	2	3	2	2	1	2	9	2	3	2	8	World	Tropics	High
1169	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	2	4	3	2	1	3	2	3	9	2	3	1	8	World	Tropics	High
1170	MY-RSP	Factor	2	Governance-related_factors	NA	3	4	2	3	3	2	2	2	1	2	9	2	3	2	8	World	Tropics	High
1171	MY-RSP	Factor	5	Institutional_factors	NA	2	2	2	1	2	3	3	1	1	1	9	2	3	2	8	World	Tropics	High
1172	MY-RSP	Factor	9	Socio-economic_factors	NA	1	4	4	4	4	3	1	1	1	1	9	2	3	1	8	World	Tropics	High
1173	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	2	3	3	2	1	1	1	9	2	3	2	8	World	Tropics	High
1174	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	1	2	4	2	1	2	3	4	4	9	2	3	2	8	World	Tropics	High
1175	MY-RSP	Factor	2	Governance-related_factors	NA	1	1	1	1	1	2	3	3	2	3	9	2	3	1	8	World	Tropics	High
1176	MY-RSP	Factor	2	Governance-related_factors	NA	1	3	2	1	2	3	2	2	1	2	9	2	2	2	8	World	Tropics	High
1177	MY-RSP	Factor	9	Socio-economic_factors	NA	2	2	3	4	3	3	1	1	2	2	9	2	3	2	8	World	Tropics	High
1178	MY-RSP	Factor	8	Socio-cultural_factors	NA	2	4	4	1	4	2	1	1	2	2	9	2	3	2	8	World	Tropics	High
1179	MY-RSP	Factor	2	Governance-related_factors	NA	4	4	3	1	4	3	1	1	1	1	9	2	3	2	8	World	Tropics	High
1180	MY-RSP	Factor	9	Socio-economic_factors	NA	4	3	3	1	4	3	1	1	1	1	9	2	2	2	8	World	Tropics	High
1181	MY-RSP	Factor	4	Infrastructure-related_factors	NA	1	2	3	1	3	3	1	2	1	2	9	2	4	1	8	World	Tropics	High
1182	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	2	3	3	3	1	2	3	2	3	9	2	4	2	8	World	Tropics	High
1183	MY-RSP	Factor	5	Institutional_factors	NA	1	2	2	1	2	3	2	2	2	2	9	2	2	1	8	World	Tropics	High
1184	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	1	3	2	1	3	2	3	9	2	3	2	8	World	Tropics	High
1185	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	2	1	3	2	2	2	1	2	9	2	3	1	8	World	Tropics	High
1186	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	3	3	2	2	1	3	2	9	2	3	1	8	World	Tropics	High
1187	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	1	2	1	2	3	2	3	1	2	9	2	3	1	8	World	Tropics	High
1188	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	2	4	4	3	3	2	2	1	2	10	2	3	2	7	World	Tropics	High
1189	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	4	3	3	2	1	3	2	10	2	3	3	7	World	Tropics	High
1190	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	4	4	2	3	1	1	1	10	2	3	1	7	World	Tropics	High
1191	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	3	2	4	3	3	2	2	1	2	10	2	3	2	7	World	Tropics	High
1192	MY-RSP	Factor	2	Governance-related_factors	NA	1	3	2	1	2	3	2	3	3	3	10	2	3	2	7	World	Tropics	High
1193	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	2	1	3	3	2	2	1	2	10	2	3	1	7	World	Tropics	High
1194	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	2	3	4	3	2	3	2	2	2	10	2	3	1	7	World	Tropics	High
1195	MY-RSP	Factor	2	Governance-related_factors	NA	3	2	2	4	3	3	1	3	2	3	10	2	3	2	7	World	Tropics	High
1196	MY-RSP	Factor	5	Institutional_factors	NA	4	4	4	4	4	1	3	2	1	2	10	2	3	2	7	World	Tropics	High
1197	MY-RSP	Factor	5	Institutional_factors	NA	1	2	2	4	2	3	3	2	1	2	10	2	3	2	7	World	Tropics	High
1198	MY-RSP	Factor	2	Governance-related_factors	NA	2	3	4	3	4	2	2	2	1	2	10	2	3	3	7	World	Tropics	High
1199	MY-RSP	Factor	2	Governance-related_factors	NA	3	2	1	3	2	3	3	1	2	2	10	2	4	1	7	World	Tropics	High
1200	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	4	3	3	2	1	3	2	10	2	3	3	7	World	Tropics	High
1201	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	3	2	1	3	3	2	3	1	2	10	2	3	1	7	World	Tropics	High
1202	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	2	1	3	3	3	1	1	1	10	2	3	1	7	World	Tropics	High
1203	MY-RSP	Factor	3	Industrial_production-related_factors	NA	3	4	3	1	4	3	1	2	1	2	10	2	3	2	7	World	Tropics	High
1204	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	1	4	1	3	3	2	2	1	2	10	2	3	1	7	World	Tropics	High
1205	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	3	3	4	3	3	1	3	2	3	10	2	3	2	7	World	Tropics	High
1206	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	4	4	4	1	1	4	4	4	10	2	3	1	7	World	Tropics	High
1207	MY-RSP	Factor	2	Governance-related_factors	NA	3	4	2	4	3	3	2	1	3	2	10	2	3	2	7	World	Tropics	High
1208	MY-RSP	Factor	5	Institutional_factors	NA	1	2	2	1	2	3	2	3	2	3	10	2	3	1	7	World	Tropics	High
1209	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	2	4	1	3	1	2	2	10	2	3	2	7	World	Tropics	High
1210	MY-RSP	Factor	5	Institutional_factors	NA	3	4	3	4	4	3	2	1	1	1	10	2	2	1	7	World	Tropics	High
1211	MY-RSP	Factor	2	Governance-related_factors	NA	1	1	1	4	1	3	2	4	4	4	10	2	3	1	7	World	Tropics	High
1212	MY-RSP	Factor	9	Socio-economic_factors	NA	3	2	3	1	3	3	2	2	1	2	10	2	2	1	7	World	Tropics	High
1213	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	3	1	3	3	2	2	1	2	10	2	3	2	7	World	Tropics	High
1214	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	1	4	2	4	2	2	2	1	2	10	2	3	1	7	World	Tropics	High
1215	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	3	3	1	3	3	2	2	1	2	10	2	3	2	7	World	Tropics	High
1216	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	2	4	2	2	1	2	2	10	2	3	1	7	World	Tropics	High
1217	MY-RSP	Factor	4	Infrastructure-related_factors	NA	4	2	4	4	4	2	2	1	2	2	10	2	3	1	7	World	Tropics	High
1218	MY-RSP	Factor	9	Socio-economic_factors	NA	2	4	3	1	3	3	2	2	1	2	10	2	3	2	7	World	Tropics	High
1219	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	1	3	2	2	3	2	3	10	2	3	2	7	World	Tropics	High
1220	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	2	1	3	3	1	3	2	3	10	2	3	2	7	World	Tropics	High
1221	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	2	3	1	3	2	2	3	2	3	10	2	3	1	7	World	Tropics	High
1222	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	1	2	1	2	3	2	3	2	3	10	2	3	1	7	World	Tropics	High
1223	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	2	4	3	3	2	1	2	2	10	2	2	1	7	World	Tropics	High
1224	MY-RSP	Factor	2	Governance-related_factors	NA	1	4	3	4	3	3	2	2	2	2	10	2	3	3	7	World	Tropics	High
1225	MY-RSP	Factor	9	Socio-economic_factors	NA	3	2	2	1	3	4	2	2	1	2	11	3	1	1	6	World	Tropics	High
1226	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	2	1	3	3	3	2	1	2	11	3	2	1	6	World	Tropics	High
1227	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	4	4	3	2	2	1	2	11	3	3	1	6	World	Tropics	High
1228	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	2	4	2	2	3	2	3	11	3	3	1	6	World	Tropics	High
1229	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	4	1	4	3	2	2	2	2	11	3	3	2	6	World	Tropics	High
1230	MY-RSP	Factor	8	Socio-cultural_factors	NA	2	4	4	1	4	4	1	2	1	2	11	3	3	2	6	World	Tropics	High
1231	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	4	4	2	2	1	4	3	11	3	3	1	6	World	Tropics	High
1232	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	1	4	2	2	3	3	3	11	3	3	1	6	World	Tropics	High
1233	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	2	4	2	4	2	2	3	2	3	11	3	3	2	6	World	Tropics	High
1234	MY-RSP	Factor	2	Governance-related_factors	NA	2	2	2	1	2	3	3	3	2	3	11	3	3	1	6	World	Tropics	High
1235	MY-RSP	Factor	8	Socio-cultural_factors	NA	1	4	2	4	3	4	2	1	2	2	11	3	3	2	6	World	Tropics	High
1236	MY-RSP	Factor	5	Institutional_factors	NA	1	3	4	1	3	3	3	2	1	2	11	3	3	3	6	World	Tropics	High
1237	MY-RSP	Factor	10	Spatial_factors	NA	1	2	3	2	3	2	2	4	3	4	11	3	4	1	6	World	Tropics	High
1238	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	1	4	2	4	2	2	3	3	3	11	3	3	1	6	World	Tropics	High
1239	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	2	2	3	3	1	4	4	4	11	3	3	2	6	World	Tropics	High
1240	MY-RSP	Factor	9	Socio-economic_factors	NA	2	1	4	1	3	4	2	1	2	2	11	3	3	2	6	World	Tropics	High
1241	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	1	4	3	1	3	2	3	11	3	3	1	6	World	Tropics	High
1242	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	4	4	3	1	3	2	3	11	3	3	2	6	World	Tropics	High
1243	MY-RSP	Factor	5	Institutional_factors	NA	2	3	3	1	3	3	3	2	1	2	11	3	3	2	6	World	Tropics	High
1244	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	2	2	1	3	3	2	3	2	3	11	3	4	3	6	World	Tropics	High
1245	MY-RSP	Factor	2	Governance-related_factors	NA	1	3	3	1	3	3	2	3	2	3	11	3	3	1	6	World	Tropics	High
1246	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	4	2	4	3	3	1	4	4	4	11	3	2	2	6	World	Tropics	High
1247	MY-RSP	Factor	3	Industrial_production-related_factors	NA	2	4	3	4	3	4	1	3	2	3	11	3	3	2	6	World	Tropics	High
1248	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	3	3	1	1	1	11	3	2	1	6	World	Tropics	High
1249	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	3	3	1	1	1	11	3	2	1	6	World	Tropics	High
1250	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	3	4	1	4	3	2	2	1	2	11	3	3	1	6	World	Tropics	High
1251	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	4	4	1	4	4	1	2	1	2	11	3	3	1	6	World	Tropics	High
1252	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	1	4	4	2	1	1	1	11	3	3	1	6	World	Tropics	High
1253	MY-RSP	Factor	3	Industrial_production-related_factors	NA	3	4	4	4	4	3	2	1	2	2	11	3	3	1	6	World	Tropics	High
1254	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	2	1	3	4	3	1	1	1	11	3	3	2	6	World	Tropics	High
1255	MY-RSP	Factor	5	Institutional_factors	NA	3	3	4	1	4	2	4	1	1	1	11	3	3	2	6	World	Tropics	High
1256	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	2	1	3	4	1	3	2	3	11	3	3	2	6	World	Tropics	High
1257	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	2	4	3	1	3	2	3	11	3	3	2	6	World	Tropics	High
1258	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	2	4	3	1	2	3	3	11	3	3	1	6	World	Tropics	High
1259	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	2	4	2	2	3	2	3	11	3	3	1	6	World	Tropics	High
1260	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	2	4	2	2	3	2	3	11	3	3	1	6	World	Tropics	High
1261	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	4	4	1	4	4	1	1	2	2	11	3	2	1	6	World	Tropics	High
1262	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	1	4	1	3	4	2	2	1	2	11	3	3	1	6	World	Tropics	High
1263	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	4	4	4	3	2	1	2	2	11	3	3	1	6	World	Tropics	High
1264	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	4	4	1	4	3	3	1	1	1	11	3	4	2	6	World	Tropics	High
1265	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	4	2	1	1	1	11	3	3	1	6	World	Tropics	High
1266	MY-RSP	Factor	9	Socio-economic_factors	NA	1	4	2	4	3	4	2	3	2	3	12	3	3	1	5	World	Tropics	High
1267	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	2	4	3	4	1	1	1	12	3	3	2	5	World	Tropics	High
1268	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	2	3	3	3	3	2	3	12	3	3	1	5	World	Tropics	High
1269	MY-RSP	Factor	2	Governance-related_factors	NA	1	1	4	1	3	3	3	3	2	3	12	3	4	4	5	World	Tropics	High
1270	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	4	4	4	1	2	3	3	12	3	3	1	5	World	Tropics	High
1271	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	4	3	1	1	1	12	3	3	2	5	World	Tropics	High
1272	MY-RSP	Factor	2	Governance-related_factors	NA	1	3	3	1	3	3	3	3	2	3	12	3	3	1	5	World	Tropics	High
1273	MY-RSP	Factor	2	Governance-related_factors	NA	1	3	3	1	3	3	3	3	2	3	12	3	3	1	5	World	Tropics	High
1274	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	2	3	3	3	3	2	3	12	3	3	1	5	World	Tropics	High
1275	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	4	4	2	2	4	3	4	12	3	3	2	5	World	Tropics	High
1276	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	1	4	3	4	1	1	1	12	3	3	1	5	World	Tropics	High
1277	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	3	2	1	3	4	2	3	2	3	12	3	3	1	5	World	Tropics	High
1278	MY-RSP	Factor	4	Infrastructure-related_factors	NA	4	2	4	1	4	3	3	1	2	2	12	3	4	1	5	World	Tropics	High
1279	MY-RSP	Factor	3	Industrial_production-related_factors	NA	4	3	2	1	3	4	2	3	2	3	12	3	3	1	5	World	Tropics	High
1280	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	4	2	1	2	2	12	3	3	2	5	World	Tropics	High
1281	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	4	2	3	1	2	12	3	3	2	5	World	Tropics	High
1282	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	1	4	4	2	2	1	2	12	3	3	1	5	World	Tropics	High
1283	MY-RSP	Factor	3	Industrial_production-related_factors	NA	3	4	3	4	4	3	2	3	2	3	12	3	3	2	5	World	Tropics	High
1284	MY-RSP	Factor	8	Socio-cultural_factors	NA	2	4	3	3	3	3	4	2	2	2	12	3	3	2	5	World	Tropics	High
1285	MY-RSP	Factor	5	Institutional_factors	NA	4	3	3	4	4	3	1	4	3	4	12	3	4	1	5	World	Tropics	High
1286	MY-RSP	Factor	9	Socio-economic_factors	NA	1	1	4	3	3	4	2	3	2	3	12	3	4	1	5	World	Tropics	High
1287	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	4	2	2	1	2	12	3	3	2	5	World	Tropics	High
1288	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	3	3	2	1	2	12	3	3	2	5	World	Tropics	High
1289	MY-RSP	Factor	3	Industrial_production-related_factors	NA	3	4	4	1	4	3	3	2	1	2	12	3	3	2	5	World	Tropics	High
1290	MY-RSP	Factor	3	Industrial_production-related_factors	NA	2	4	4	1	4	4	2	2	1	2	12	3	3	2	5	World	Tropics	High
1291	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	4	2	2	1	2	12	3	3	2	5	World	Tropics	High
1292	MY-RSP	Factor	6	Natural_factors	NA	4	4	4	2	4	3	4	1	1	1	12	3	4	1	5	World	Tropics	High
1293	MY-RSP	Factor	5	Institutional_factors	NA	4	3	4	4	4	3	2	3	3	3	12	3	2	2	5	World	Tropics	High
1294	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	1	4	3	3	1	2	2	12	3	3	1	5	World	Tropics	High
1295	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	3	2	3	3	3	12	3	3	1	5	World	Tropics	High
1296	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	3	4	3	2	3	2	3	12	3	3	1	5	World	Tropics	High
1297	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	3	4	1	1	1	12	3	3	1	5	World	Tropics	High
1298	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	4	1	4	3	1	4	4	4	12	3	3	1	5	World	Tropics	High
1299	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	2	1	3	3	2	4	4	4	12	3	3	1	5	World	Tropics	High
1300	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	4	4	1	4	4	2	1	3	2	12	3	2	1	5	World	Tropics	High
1301	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	1	3	3	3	2	3	3	12	3	3	1	5	World	Tropics	High
1302	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	1	4	2	4	2	1	2	12	3	3	2	5	World	Tropics	High
1303	MY-RSP	Factor	5	Institutional_factors	NA	3	3	4	4	4	3	4	1	1	1	12	3	3	2	5	World	Tropics	High
1304	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	3	4	1	4	3	4	1	1	1	12	3	3	1	5	World	Tropics	High
1305	MY-RSP	Factor	5	Institutional_factors	NA	2	3	4	4	4	3	4	1	1	1	12	3	3	2	5	World	Tropics	High
1306	MY-RSP	Factor	8	Socio-cultural_factors	NA	3	4	4	2	4	3	3	3	3	3	13	3	2	2	4	World	Tropics	High
1307	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	3	4	2	2	2	13	3	3	1	4	World	Tropics	High
1308	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	3	4	1	2	2	13	3	3	3	4	World	Tropics	High
1309	MY-RSP	Factor	8	Socio-cultural_factors	NA	2	4	4	2	4	3	3	3	2	3	13	3	4	2	4	World	Tropics	High
1310	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	1	4	3	4	3	1	2	13	3	3	1	4	World	Tropics	High
1311	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	4	2	3	2	3	13	3	2	1	4	World	Tropics	High
1312	MY-RSP	Factor	5	Institutional_factors	NA	4	4	4	4	4	3	2	4	4	4	13	3	4	2	4	World	Tropics	High
1313	MY-RSP	Factor	5	Institutional_factors	NA	3	2	3	1	3	4	4	2	1	2	13	3	2	1	4	World	Tropics	High
1314	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	1	4	1	4	3	4	3	1	2	13	3	1	1	4	World	Tropics	High
1315	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	1	4	3	4	1	3	2	13	3	4	2	4	World	Tropics	High
1316	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	4	2	2	4	3	13	3	2	2	4	World	Tropics	High
1317	MY-RSP	Factor	2	Governance-related_factors	NA	2	3	3	4	3	3	4	3	2	3	13	3	3	2	4	World	Tropics	High
1318	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	3	3	3	2	3	13	3	3	1	4	World	Tropics	High
1319	MY-RSP	Factor	5	Institutional_factors	NA	3	4	3	1	4	3	4	2	1	2	13	3	2	2	4	World	Tropics	High
1320	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	4	1	4	3	3	3	2	3	13	3	3	1	4	World	Tropics	High
1321	MY-RSP	Factor	8	Socio-cultural_factors	NA	4	3	4	1	4	3	3	3	2	3	13	3	2	2	4	World	Tropics	High
1322	MY-RSP	Factor	4	Infrastructure-related_factors	NA	1	4	4	1	4	3	4	2	2	2	13	3	3	1	4	World	Tropics	High
1323	MY-RSP	Factor	4	Infrastructure-related_factors	NA	1	2	4	1	3	4	3	3	2	3	13	3	3	2	4	World	Tropics	High
1324	MY-RSP	Factor	2	Governance-related_factors	NA	3	4	3	3	4	4	3	2	2	2	13	3	3	3	4	World	Tropics	High
1325	MY-RSP	Factor	4	Infrastructure-related_factors	NA	4	4	4	2	4	3	2	4	3	4	13	3	3	2	4	World	Tropics	High
1326	MY-RSP	Factor	8	Socio-cultural_factors	NA	4	3	4	3	4	4	3	3	2	3	14	4	4	2	3	World	Tropics	High
1327	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	2	4	1	3	4	4	2	4	3	14	4	4	1	3	World	Tropics	High
1328	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	3	4	4	1	4	3	4	3	2	3	14	4	3	2	3	World	Tropics	High
1329	MY-RSP	Factor	5	Institutional_factors	NA	3	4	3	1	4	3	4	3	3	3	14	4	3	3	3	World	Tropics	High
1330	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	4	4	3	3	4	4	4	14	4	3	1	3	World	Tropics	High
1331	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	4	4	2	1	2	14	4	3	1	3	World	Tropics	High
1332	MY-RSP	Factor	9	Socio-economic_factors	NA	2	4	4	1	4	3	4	3	3	3	14	4	4	2	3	World	Tropics	High
1333	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	1	4	4	4	2	2	2	14	4	3	2	3	World	Tropics	High
1334	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	1	4	4	2	4	3	4	14	4	3	1	3	World	Tropics	High
1335	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	1	3	3	4	4	4	4	14	4	3	1	3	World	Tropics	High
1336	MY-RSP	Factor	5	Institutional_factors	NA	4	4	4	4	4	3	3	3	4	4	14	4	3	1	3	World	Tropics	High
1337	MY-RSP	Factor	5	Institutional_factors	NA	3	4	4	4	4	3	3	4	3	4	14	4	3	2	3	World	Tropics	High
1338	MY-RSP	Factor	5	Institutional_factors	NA	4	3	3	4	4	4	4	1	2	2	14	4	3	2	3	World	Tropics	High
1339	MY-RSP	Factor	9	Socio-economic_factors	NA	3	4	4	1	4	4	4	2	2	2	14	4	4	3	3	World	Tropics	High
1340	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	4	4	4	4	1	2	2	14	4	3	4	3	World	Tropics	High
1341	MY-RSP	Factor	9	Socio-economic_factors	NA	4	4	4	2	4	4	3	4	4	4	15	4	2	1	2	World	Tropics	High
1342	MY-RSP	Factor	4	Infrastructure-related_factors	NA	4	4	4	1	4	4	4	3	2	3	15	4	2	1	2	World	Tropics	High
1343	MY-RSP	Factor	8	Socio-cultural_factors	NA	2	4	3	1	3	4	4	4	4	4	15	4	2	2	2	World	Tropics	High
1344	MY-RSP	Factor	8	Socio-cultural_factors	NA	4	4	4	1	4	4	4	3	2	3	15	4	2	1	2	World	Tropics	High
1345	MY-RSP	Factor	1	Demographic_factors	NA	4	4	4	1	4	4	4	3	2	3	15	4	4	1	2	World	Tropics	High
1346	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	1	4	1	4	4	4	3	2	3	15	4	3	1	2	World	Tropics	High
1347	MY-RSP	Factor	6	Natural_factors	NA	4	4	4	2	4	3	4	4	4	4	15	4	4	1	2	World	Tropics	High
1348	MY-RSP	Factor	1	Demographic_factors	NA	3	4	4	1	4	4	4	3	2	3	15	4	4	1	2	World	Tropics	High
1349	MY-RSP	Factor	2	Governance-related_factors	NA	3	4	4	3	4	4	4	4	4	4	16	4	3	2	1	World	Tropics	High
1350	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	World	Tropics	Medium
1351	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	World	Tropics	Medium
1352	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	World	Tropics	Medium
1353	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	World	Tropics	Medium
1354	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1354	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
